Country,Code,Product,Rank,Amount
SYRIA,SYR,"Q3 - MANMADE YARN,FABRICS,MADEUPS",1,26
SYRIA,SYR,A2 - COFFEE,2,10
SYRIA,SYR,P7 - COTTON YARN,3,9
SYRIA,SYR,C4 - SUGAR,4,8
SYRIA,SYR,A3 - RICE -BASMOTI,5,7
SYRIA,SYR,"H5 - BULK DRUGS, DRUG INTERMEDIATES",6,4
SYRIA,SYR,I5 - COSMETICS AND TOILETRIES,7,3
SYRIA,SYR,N6 - INDL. MACHNRY FOR DAIRY ETC,8,3
SYRIA,SYR,"H8 - DRUG FORMULATIONS, BIOLOGICALS",9,3
SYRIA,SYR,A4 - RICE(OTHER THAN BASMOTI),10,2
TAIWAN,TWN,S6 - PETROLEUM PRODUCTS,1,572
TAIWAN,TWN,L3 - IRON AND STEEL,2,553
TAIWAN,TWN,"L5 - ALUMINIUM, PRODUCTS OF ALUMINM",3,202
TAIWAN,TWN,I3 - ORGANIC CHEMICALS,4,195
TAIWAN,TWN,M1 - ZINC AND PRODUCTS MADE OF ZINC,5,154
TAIWAN,TWN,I7 - RESIDUL CHEMICL AND ALLED PROD,6,71
TAIWAN,TWN,E7 - MARINE PRODUCTS,7,67
TAIWAN,TWN,S4 - COTTON RAW INCLD. WASTE,8,46
TAIWAN,TWN,J5 - CERAMICS AND ALLIED PRODUCTS,9,35
TAIWAN,TWN,H7 - DYES,10,35
TAJIKISTAN,TJK,"H8 - DRUG FORMULATIONS, BIOLOGICALS",1,21
TAJIKISTAN,TJK,N4 - ELECTRIC MACHINERY AND EQUIPME,2,3
TAJIKISTAN,TJK,L4 - PRODUCTS OF IRON AND STEEL,3,1
TAJIKISTAN,TJK,A1 - TEA,4,1
TAJIKISTAN,TJK,H4 - AYUSH AND HERBAL PRODUCTS,5,1
TAJIKISTAN,TJK,N6 - INDL. MACHNRY FOR DAIRY ETC,6,1
TAJIKISTAN,TJK,"J9 - PAPER, PAPER BOARD AND PRODUCT",7,0
TAJIKISTAN,TJK,P3 - ELECTRONICS INSTRUMENTS,8,0
TAJIKISTAN,TJK,M8 - MEDICAL AND SCIENTIFIC INSTRUM,9,0
TAJIKISTAN,TJK,Q8 - RMG MANMADE FIBRES,10,0
TANZANIA,TZA,S6 - PETROLEUM PRODUCTS,1,524
TANZANIA,TZA,"H8 - DRUG FORMULATIONS, BIOLOGICALS",2,200
TANZANIA,TZA,N6 - INDL. MACHNRY FOR DAIRY ETC,3,93
TANZANIA,TZA,L4 - PRODUCTS OF IRON AND STEEL,4,55
TANZANIA,TZA,Q8 - RMG MANMADE FIBRES,5,55
TANZANIA,TZA,L3 - IRON AND STEEL,6,52
TANZANIA,TZA,N4 - ELECTRIC MACHINERY AND EQUIPME,7,47
TANZANIA,TZA,C4 - SUGAR,8,47
TANZANIA,TZA,O5 - MOTOR VEHICLE/CARS,9,43
TANZANIA,TZA,O8 - TWO AND THREE WHEELERS,10,42
THAILAND,THA,"G5 - PEARL, PRECS, SEMIPRECS STONES",1,987
THAILAND,THA,N5 - IC ENGINES AND PARTS,2,591
THAILAND,THA,L3 - IRON AND STEEL,3,368
THAILAND,THA,E7 - MARINE PRODUCTS,4,238
THAILAND,THA,N6 - INDL. MACHNRY FOR DAIRY ETC,5,217
THAILAND,THA,M3 - AUTO COMPONENTS/PARTS,6,195
THAILAND,THA,"L5 - ALUMINIUM, PRODUCTS OF ALUMINM",7,164
THAILAND,THA,"H8 - DRUG FORMULATIONS, BIOLOGICALS",8,133
THAILAND,THA,I7 - RESIDUL CHEMICL AND ALLED PROD,9,118
THAILAND,THA,B1 - SPICES,10,116
TIMOR LESTE,TLS,A4 - RICE(OTHER THAN BASMOTI),1,17
TIMOR LESTE,TLS,C4 - SUGAR,2,6
TIMOR LESTE,TLS,"H8 - DRUG FORMULATIONS, BIOLOGICALS",3,1
TIMOR LESTE,TLS,F2 - BULK MINERALS AND ORES,4,0
TIMOR LESTE,TLS,M8 - MEDICAL AND SCIENTIFIC INSTRUM,5,0
TIMOR LESTE,TLS,I1 - SURGICALS,6,0
TIMOR LESTE,TLS,N6 - INDL. MACHNRY FOR DAIRY ETC,7,0
TIMOR LESTE,TLS,I9 - OTHR RUBBER PRODCT EXCPT FOOTW,8,0
TIMOR LESTE,TLS,K7 - PACKAGING MATERIALS,9,0
TIMOR LESTE,TLS,C8 - FRESH VEGETABLES,10,0
TOGO,TGO,S6 - PETROLEUM PRODUCTS,1,1817
TOGO,TGO,A4 - RICE(OTHER THAN BASMOTI),2,260
TOGO,TGO,"P8 - COTTON FABRICS, MADEUPS ETC.",3,54
TOGO,TGO,"Q3 - MANMADE YARN,FABRICS,MADEUPS",4,36
TOGO,TGO,L4 - PRODUCTS OF IRON AND STEEL,5,16
TOGO,TGO,S1 - HANDCRFS(EXCL.HANDMADE CRPTS),6,11
TOGO,TGO,"H8 - DRUG FORMULATIONS, BIOLOGICALS",7,11
TOGO,TGO,"L5 - ALUMINIUM, PRODUCTS OF ALUMINM",8,9
TOGO,TGO,N6 - INDL. MACHNRY FOR DAIRY ETC,9,8
TOGO,TGO,N4 - ELECTRIC MACHINERY AND EQUIPME,10,7
TONGA,TON,N4 - ELECTRIC MACHINERY AND EQUIPME,1,1
TONGA,TON,C4 - SUGAR,2,0
TONGA,TON,A4 - RICE(OTHER THAN BASMOTI),3,0
TONGA,TON,Q8 - RMG MANMADE FIBRES,4,0
TONGA,TON,D2 - CEREAL PREPARATIONS,5,0
TONGA,TON,N6 - INDL. MACHNRY FOR DAIRY ETC,6,0
TONGA,TON,D5 - MISC PROCESSED ITEMS,7,0
TONGA,TON,"N1 - AC, REFRIGERATION MACHNRY ETC",8,0
TONGA,TON,Q6 - RMG COTTON INCL ACCESSORIES,9,0
TONGA,TON,"J2 - PAINT, VARNISH AND ALLID PRODC",10,0
TRINIDAD AND TOBAGO,TTO,L3 - IRON AND STEEL,1,20
TRINIDAD AND TOBAGO,TTO,"H8 - DRUG FORMULATIONS, BIOLOGICALS",2,11
TRINIDAD AND TOBAGO,TTO,O5 - MOTOR VEHICLE/CARS,3,8
TRINIDAD AND TOBAGO,TTO,"K9 - PLASTC SHT, FILM, PLTS ETC",4,6
TRINIDAD AND TOBAGO,TTO,L4 - PRODUCTS OF IRON AND STEEL,5,5
TRINIDAD AND TOBAGO,TTO,N4 - ELECTRIC MACHINERY AND EQUIPME,6,3
TRINIDAD AND TOBAGO,TTO,K8 - PLASTIC RAW MATERIALS,7,3
TRINIDAD AND TOBAGO,TTO,K7 - PACKAGING MATERIALS,8,2
TRINIDAD AND TOBAGO,TTO,B1 - SPICES,9,2
TRINIDAD AND TOBAGO,TTO,Q6 - RMG COTTON INCL ACCESSORIES,10,2
TUNISIA,TUN,O5 - MOTOR VEHICLE/CARS,1,82
TUNISIA,TUN,L3 - IRON AND STEEL,2,49
TUNISIA,TUN,K8 - PLASTIC RAW MATERIALS,3,34
TUNISIA,TUN,E7 - MARINE PRODUCTS,4,20
TUNISIA,TUN,P7 - COTTON YARN,5,18
TUNISIA,TUN,A2 - COFFEE,6,13
TUNISIA,TUN,"K5 - HUMAN HAIR, PRODUCTS THEREO",7,12
TUNISIA,TUN,"Q3 - MANMADE YARN,FABRICS,MADEUPS",8,11
TUNISIA,TUN,N6 - INDL. MACHNRY FOR DAIRY ETC,9,10
TUNISIA,TUN,"H5 - BULK DRUGS, DRUG INTERMEDIATES",10,8
TURKEY,TUR,S6 - PETROLEUM PRODUCTS,1,1755
TURKEY,TUR,L3 - IRON AND STEEL,2,1001
TURKEY,TUR,"L5 - ALUMINIUM, PRODUCTS OF ALUMINM",3,891
TURKEY,TUR,"Q3 - MANMADE YARN,FABRICS,MADEUPS",4,487
TURKEY,TUR,M3 - AUTO COMPONENTS/PARTS,5,319
TURKEY,TUR,H7 - DYES,6,233
TURKEY,TUR,K8 - PLASTIC RAW MATERIALS,7,220
TURKEY,TUR,N6 - INDL. MACHNRY FOR DAIRY ETC,8,210
TURKEY,TUR,I3 - ORGANIC CHEMICALS,9,195
TURKEY,TUR,P7 - COTTON YARN,10,181
TURKMENISTAN,TKM,N4 - ELECTRIC MACHINERY AND EQUIPME,1,26
TURKMENISTAN,TKM,"H8 - DRUG FORMULATIONS, BIOLOGICALS",2,16
TURKMENISTAN,TKM,C4 - SUGAR,3,12
TURKMENISTAN,TKM,D7 - BUFFALO MEAT,4,11
TURKMENISTAN,TKM,"L5 - ALUMINIUM, PRODUCTS OF ALUMINM",5,9
TURKMENISTAN,TKM,N6 - INDL. MACHNRY FOR DAIRY ETC,6,9
TURKMENISTAN,TKM,P3 - ELECTRONICS INSTRUMENTS,7,5
TURKMENISTAN,TKM,K4 - OPTICAL ITEMS (INCL.LENS ETC),8,3
TURKMENISTAN,TKM,L4 - PRODUCTS OF IRON AND STEEL,9,1
TURKMENISTAN,TKM,H4 - AYUSH AND HERBAL PRODUCTS,10,1
UNITED ARAB EMIRATES,ARE,S6 - PETROLEUM PRODUCTS,1,4914
UNITED ARAB EMIRATES,ARE,G9 - GOLD AND OTH PRECS METL JWLERY,2,2461
UNITED ARAB EMIRATES,ARE,"G5 - PEARL, PRECS, SEMIPRECS STONES",3,1922
UNITED ARAB EMIRATES,ARE,P4 - TELECOM INSTRUMENTS,4,1921
UNITED ARAB EMIRATES,ARE,L3 - IRON AND STEEL,5,1466
UNITED ARAB EMIRATES,ARE,"O7 - SHIP, BOAT AND FLOATING STRUCT",6,1028
UNITED ARAB EMIRATES,ARE,Q6 - RMG COTTON INCL ACCESSORIES,7,701
UNITED ARAB EMIRATES,ARE,Q8 - RMG MANMADE FIBRES,8,522
UNITED ARAB EMIRATES,ARE,99 - OTHER COMMODITIES,9,456
UNITED ARAB EMIRATES,ARE,I3 - ORGANIC CHEMICALS,10,437
UNITED KINGDOM,GBR,Q6 - RMG COTTON INCL ACCESSORIES,1,737
UNITED KINGDOM,GBR,"H8 - DRUG FORMULATIONS, BIOLOGICALS",2,559
UNITED KINGDOM,GBR,N4 - ELECTRIC MACHINERY AND EQUIPME,3,456
UNITED KINGDOM,GBR,P4 - TELECOM INSTRUMENTS,4,418
UNITED KINGDOM,GBR,G9 - GOLD AND OTH PRECS METL JWLERY,5,400
UNITED KINGDOM,GBR,L4 - PRODUCTS OF IRON AND STEEL,6,387
UNITED KINGDOM,GBR,L3 - IRON AND STEEL,7,318
UNITED KINGDOM,GBR,Q8 - RMG MANMADE FIBRES,8,272
UNITED KINGDOM,GBR,G2 - FOOTWEAR OF LEATHER,9,236
UNITED KINGDOM,GBR,"F3 - GRANIT, NATRL STONE AND PRODCT",10,230
UNITED STATES OF AMERICA,USA,"G5 - PEARL, PRECS, SEMIPRECS STONES",1,9803
UNITED STATES OF AMERICA,USA,"H8 - DRUG FORMULATIONS, BIOLOGICALS",2,5811
UNITED STATES OF AMERICA,USA,S6 - PETROLEUM PRODUCTS,3,4492
UNITED STATES OF AMERICA,USA,G9 - GOLD AND OTH PRECS METL JWLERY,4,3514
UNITED STATES OF AMERICA,USA,E7 - MARINE PRODUCTS,5,3081
UNITED STATES OF AMERICA,USA,"P8 - COTTON FABRICS, MADEUPS ETC.",6,2991
UNITED STATES OF AMERICA,USA,Q6 - RMG COTTON INCL ACCESSORIES,7,2756
UNITED STATES OF AMERICA,USA,N4 - ELECTRIC MACHINERY AND EQUIPME,8,2719
UNITED STATES OF AMERICA,USA,L4 - PRODUCTS OF IRON AND STEEL,9,2360
UNITED STATES OF AMERICA,USA,M3 - AUTO COMPONENTS/PARTS,10,1509
UGANDA,UGA,"H8 - DRUG FORMULATIONS, BIOLOGICALS",1,164
UGANDA,UGA,O8 - TWO AND THREE WHEELERS,2,87
UGANDA,UGA,N6 - INDL. MACHNRY FOR DAIRY ETC,3,51
UGANDA,UGA,H9 - AGRO CHEMICALS,4,21
UGANDA,UGA,O5 - MOTOR VEHICLE/CARS,5,19
UGANDA,UGA,"H5 - BULK DRUGS, DRUG INTERMEDIATES",6,15
UGANDA,UGA,L4 - PRODUCTS OF IRON AND STEEL,7,14
UGANDA,UGA,"P8 - COTTON FABRICS, MADEUPS ETC.",8,13
UGANDA,UGA,N4 - ELECTRIC MACHINERY AND EQUIPME,9,12
UGANDA,UGA,I8 - AUTO TYRES AND TUBES,10,12
UKRAINE,UKR,"H8 - DRUG FORMULATIONS, BIOLOGICALS",1,131
UKRAINE,UKR,L3 - IRON AND STEEL,2,24
UKRAINE,UKR,H9 - AGRO CHEMICALS,3,19
UKRAINE,UKR,I8 - AUTO TYRES AND TUBES,4,16
UKRAINE,UKR,P4 - TELECOM INSTRUMENTS,5,16
UKRAINE,UKR,A2 - COFFEE,6,15
UKRAINE,UKR,J5 - CERAMICS AND ALLIED PRODUCTS,7,13
UKRAINE,UKR,E7 - MARINE PRODUCTS,8,13
UKRAINE,UKR,"K9 - PLASTC SHT, FILM, PLTS ETC",9,12
UKRAINE,UKR,N6 - INDL. MACHNRY FOR DAIRY ETC,10,10
URUGUAY,URY,L3 - IRON AND STEEL,1,23
URUGUAY,URY,O5 - MOTOR VEHICLE/CARS,2,18
URUGUAY,URY,"H5 - BULK DRUGS, DRUG INTERMEDIATES",3,8
URUGUAY,URY,H9 - AGRO CHEMICALS,4,8
URUGUAY,URY,N6 - INDL. MACHNRY FOR DAIRY ETC,5,7
URUGUAY,URY,I7 - RESIDUL CHEMICL AND ALLED PROD,6,6
URUGUAY,URY,I3 - ORGANIC CHEMICALS,7,6
URUGUAY,URY,Q6 - RMG COTTON INCL ACCESSORIES,8,5
URUGUAY,URY,"H8 - DRUG FORMULATIONS, BIOLOGICALS",9,5
URUGUAY,URY,"Q3 - MANMADE YARN,FABRICS,MADEUPS",10,5
UZBEKISTAN,UZB,"H8 - DRUG FORMULATIONS, BIOLOGICALS",1,122
UZBEKISTAN,UZB,N6 - INDL. MACHNRY FOR DAIRY ETC,2,27
UZBEKISTAN,UZB,H7 - DYES,3,10
UZBEKISTAN,UZB,M3 - AUTO COMPONENTS/PARTS,4,7
UZBEKISTAN,UZB,O1 - OTHER MISC. ENGINEERING ITEMS,5,7
UZBEKISTAN,UZB,Q8 - RMG MANMADE FIBRES,6,5
UZBEKISTAN,UZB,C7 - FRESH FRUITS,7,5
UZBEKISTAN,UZB,D5 - MISC PROCESSED ITEMS,8,4
UZBEKISTAN,UZB,H4 - AYUSH AND HERBAL PRODUCTS,9,4
UZBEKISTAN,UZB,"Q3 - MANMADE YARN,FABRICS,MADEUPS",10,4
VANUATU,VUT,"H8 - DRUG FORMULATIONS, BIOLOGICALS",1,1
VANUATU,VUT,O5 - MOTOR VEHICLE/CARS,2,1
VANUATU,VUT,C4 - SUGAR,3,0
VANUATU,VUT,N6 - INDL. MACHNRY FOR DAIRY ETC,4,0
VANUATU,VUT,"J7 - BOOKS, PUBLICATIONS AND PRNTNG",5,0
VANUATU,VUT,D1 - PROCESSED FRUITS AND JUICES,6,0
VANUATU,VUT,R1 - RMG OF OTHR TEXTLE MATRL,7,0
VANUATU,VUT,M8 - MEDICAL AND SCIENTIFIC INSTRUM,8,0
VANUATU,VUT,J5 - CERAMICS AND ALLIED PRODUCTS,9,0
VANUATU,VUT,K7 - PACKAGING MATERIALS,10,0
VENEZUELA,VEN,S6 - PETROLEUM PRODUCTS,1,142
VENEZUELA,VEN,"H8 - DRUG FORMULATIONS, BIOLOGICALS",2,91
VENEZUELA,VEN,A4 - RICE(OTHER THAN BASMOTI),3,25
VENEZUELA,VEN,"P8 - COTTON FABRICS, MADEUPS ETC.",4,21
VENEZUELA,VEN,L3 - IRON AND STEEL,5,9
VENEZUELA,VEN,"J9 - PAPER, PAPER BOARD AND PRODUCT",6,3
VENEZUELA,VEN,I7 - RESIDUL CHEMICL AND ALLED PROD,7,2
VENEZUELA,VEN,"Q3 - MANMADE YARN,FABRICS,MADEUPS",8,2
VENEZUELA,VEN,H9 - AGRO CHEMICALS,9,2
VENEZUELA,VEN,J5 - CERAMICS AND ALLIED PRODUCTS,10,2
VIETNAM,VNM,L3 - IRON AND STEEL,1,1388
VIETNAM,VNM,D7 - BUFFALO MEAT,2,439
VIETNAM,VNM,S4 - COTTON RAW INCLD. WASTE,3,324
VIETNAM,VNM,A6 - OTHER CEREALS,4,290
VIETNAM,VNM,E7 - MARINE PRODUCTS,5,285
VIETNAM,VNM,"L5 - ALUMINIUM, PRODUCTS OF ALUMINM",6,248
VIETNAM,VNM,M3 - AUTO COMPONENTS/PARTS,7,219
VIETNAM,VNM,A4 - RICE(OTHER THAN BASMOTI),8,211
VIETNAM,VNM,P7 - COTTON YARN,9,182
VIETNAM,VNM,"F3 - GRANIT, NATRL STONE AND PRODCT",10,159
US VIRGIN ISLANDS,VIR,G9 - GOLD AND OTH PRECS METL JWLERY,1,3
US VIRGIN ISLANDS,VIR,"G5 - PEARL, PRECS, SEMIPRECS STONES",2,1
US VIRGIN ISLANDS,VIR,"N1 - AC, REFRIGERATION MACHNRY ETC",3,0
US VIRGIN ISLANDS,VIR,E7 - MARINE PRODUCTS,4,0
US VIRGIN ISLANDS,VIR,Q8 - RMG MANMADE FIBRES,5,0
US VIRGIN ISLANDS,VIR,O1 - OTHER MISC. ENGINEERING ITEMS,6,0
US VIRGIN ISLANDS,VIR,"M6 - HND TOOL, CTTNG TOOL OF METALS",7,0
US VIRGIN ISLANDS,VIR,Q6 - RMG COTTON INCL ACCESSORIES,8,0
US VIRGIN ISLANDS,VIR,"L5 - ALUMINIUM, PRODUCTS OF ALUMINM",9,0
US VIRGIN ISLANDS,VIR,S1 - HANDCRFS(EXCL.HANDMADE CRPTS),10,0
YEMEN ,YEM,A3 - RICE -BASMOTI,1,149
YEMEN ,YEM,A5 - WHEAT,2,85
YEMEN ,YEM,C4 - SUGAR,3,68
YEMEN ,YEM,"H8 - DRUG FORMULATIONS, BIOLOGICALS",4,65
YEMEN ,YEM,A4 - RICE(OTHER THAN BASMOTI),5,37
YEMEN ,YEM,J5 - CERAMICS AND ALLIED PRODUCTS,6,23
YEMEN ,YEM,R1 - RMG OF OTHR TEXTLE MATRL,7,22
YEMEN ,YEM,D1 - PROCESSED FRUITS AND JUICES,8,21
YEMEN ,YEM,"Q3 - MANMADE YARN,FABRICS,MADEUPS",9,17
YEMEN ,YEM,"J9 - PAPER, PAPER BOARD AND PRODUCT",10,15
ZAMBIA,ZMB,"H8 - DRUG FORMULATIONS, BIOLOGICALS",1,119
ZAMBIA,ZMB,N6 - INDL. MACHNRY FOR DAIRY ETC,2,24
ZAMBIA,ZMB,"K9 - PLASTC SHT, FILM, PLTS ETC",3,14
ZAMBIA,ZMB,N9 - OTHER CONSTRUCTION MACHINERY,4,13
ZAMBIA,ZMB,N4 - ELECTRIC MACHINERY AND EQUIPME,5,9
ZAMBIA,ZMB,"P8 - COTTON FABRICS, MADEUPS ETC.",6,7
ZAMBIA,ZMB,L4 - PRODUCTS OF IRON AND STEEL,7,6
ZAMBIA,ZMB,N2 - BICYCLE AND PARTS,8,6
ZAMBIA,ZMB,L6 - COPPER AND PRDCTS MADE OF COPR,9,6
ZAMBIA,ZMB,L3 - IRON AND STEEL,10,5
ZIMBABWE,ZWE,"H8 - DRUG FORMULATIONS, BIOLOGICALS",1,113
ZIMBABWE,ZWE,N6 - INDL. MACHNRY FOR DAIRY ETC,2,15
ZIMBABWE,ZWE,N9 - OTHER CONSTRUCTION MACHINERY,3,5
ZIMBABWE,ZWE,K7 - PACKAGING MATERIALS,4,4
ZIMBABWE,ZWE,"K9 - PLASTC SHT, FILM, PLTS ETC",5,3
ZIMBABWE,ZWE,R7 - JUTE HESSIAN,6,2
ZIMBABWE,ZWE,O5 - MOTOR VEHICLE/CARS,7,2
ZIMBABWE,ZWE,N4 - ELECTRIC MACHINERY AND EQUIPME,8,2
ZIMBABWE,ZWE,I8 - AUTO TYRES AND TUBES,9,2
ZIMBABWE,ZWE,99 - OTHER COMMODITIES,10,2
